"","season","site","region","nest_ID","FirstFound","LastPresent","LastChecked","first_found2","last_alive2","last_checked2","status","level","nest_hab","Fate","hum_a","veh_a","dog_a","don_a","dof_a","hof_a","pbd_a","gul_a","hum_m","veh_m","dog_m","don_m","dof_m","hof_m","pbd_m","gul_m","hum_b","veh_b","dog_b","don_b","dof_b","pbd_b","gul_b","hof_b","hum_p","veh_p","dog_p","hof_p","fox_p","n_surveys","days_active","fundays","uncertain_days","halfway"
"999","201617","Miami drive east access","MP","201617_Miami drive east access_3",196,227,227,2017-01-16,2017-02-16,2017-02-16,"Y","L3","dune","0",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,"1","0","1","0","0","0","1","0",1,-Inf,1,-Inf,"1",1,31,0,0,0
"1000","201617","Portsea Franklin rd access","MP","201617_Portsea Franklin rd access_1",82,96,99,2016-09-24,2016-10-08,2016-10-11,"N","L1","dune","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",2,15.5,2,3,1.5
"1001","201617","Portsea Franklin rd access","MP","201617_Portsea Franklin rd access_2",212,212,214,2017-02-01,2017-02-01,2017-02-03,"Y","L3","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",2,-Inf,-Inf,-Inf,"0",2,1,0,2,1
"1002","201617","St. Andrews car park east","MP","201617_St. Andrews car park east_1",126,133,139,2016-11-07,2016-11-14,2016-11-20,"Y","L3","beach","1",2.5,0,0,0,0,3,1,1.5,5,0,0,0,0,6,2,3,"1","0","0","0","0","1","1","1",2,-Inf,-Inf,2,"1",2,10,2,6,3
"1003","201617","St. Andrews car park east","MP","201617_St. Andrews car park east_2",148,149,156,2016-11-29,2016-11-30,2016-12-07,"Y","L3","beach","1",2,0,0,0,0,2,0,0,4,0,0,0,0,4,0,0,"1","0","0","0","0","0","0","1",2,-Inf,-Inf,2,"1",2,4.5,2,7,3.5
"1004","201617","St. Andrews car park east","MP","201617_St. Andrews car park east_3",161,161,169,2016-12-12,2016-12-12,2016-12-20,"Y","L3","beach","1",1.5,0,0,0,0,6,1,24.5,3,0,0,0,0,6,2,28,"1","0","0","0","0","1","1","1",2,-Inf,-Inf,2,"1",2,4,2,8,4
"1005","201617","St. Andrews car park east","MP","201617_St. Andrews car park east_4",169,169,171,2016-12-20,2016-12-20,2016-12-22,"Y","L3","beach","1",1.5,0,0,0,0,3,1,10.5,3,0,0,0,0,6,2,21,"1","0","0","0","0","1","1","1",1,-Inf,-Inf,1,"1",2,1,0,2,1
"1006","201617","St. Andrews car park east","MP","201617_St. Andrews car park east_5",187,192,196,2017-01-07,2017-01-12,2017-01-16,"Y","L3","foredune/face","1",5,0,0,0,0,6,0,9,6,0,0,0,0,12,0,18,"1","0","1","0","0","0","1","1",2,-Inf,1,2,"1",2,7,2,4,2
"1007","201617","St. Andrews car park east","MP","201617_St. Andrews car park east_6",207,214,218,2017-01-27,2017-02-03,2017-02-07,"Y","L3","foredune/face","1",1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,"1","0","0","0","0","0","1","1",1,-Inf,-Inf,1,"1",2,9,2,4,2
"1008","201617","Gunida Crt Rye","MP","201617_Gunida Crt Rye_1",77,103,103,2016-09-19,2016-10-15,2016-10-15,"Y","L3","beach","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",2,-Inf,2,-Inf,"2",1,26,1,0,0
"1009","201617","Gunida Crt Rye","MP","201617_Gunida Crt Rye_2",139,159,159,2016-11-20,2016-12-10,2016-12-10,"N","L1","foredune/face","0",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",1,-Inf,1,-Inf,"3",1,20,1,0,0
"1010","201617","Gunida Crt Rye","MP","201617_Gunida Crt Rye_3",174,183,185,2016-12-25,2017-01-03,2017-01-05,"N","L0","foredune/face","1",6.5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",3,-Inf,1,-Inf,"3",2,10,0,2,1
"1011","201617","Gunida Crt Rye","MP","201617_Gunida Crt Rye_4",196,224,224,2017-01-16,2017-02-13,2017-02-13,"Y","L3","beach","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",2,-Inf,-Inf,-Inf,"2",1,28,0,0,0
"1012","201617","Gunnamatta Fingal Tk East (P5)","MP","201617_Gunnamatta Fingal Tk East (P5)_1",102,102,107,2016-10-14,2016-10-14,2016-10-19,"N","L0","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",1,-Inf,-Inf,-Inf,"2",2,2.5,2,5,2.5
"1013","201617","Gunnamatta Fingal Tk East (P5)","MP","201617_Gunnamatta Fingal Tk East (P5)_2",144,165,169,2016-11-25,2016-12-16,2016-12-20,"Y","L3","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",2,23,2,4,2
"1014","201617","Gunnamatta Fingal Tk East (P5)","MP","201617_Gunnamatta Fingal Tk East (P5)_3",183,193,194,2017-01-03,2017-01-13,2017-01-14,"Y","L3","foredune/face","1",3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",1,-Inf,-Inf,-Inf,"0",2,10.5,1,1,0.5
"1015","201617","Gunnamatta Fingal Tk East (P5)","MP","201617_Gunnamatta Fingal Tk East (P5)_4",206,234,234,2017-01-26,2017-02-23,2017-02-23,"Y","L3","beach","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",1,28,0,0,0
"1016","201617","Gunnamatta Fingal Tk West","MP","201617_Gunnamatta Fingal Tk West_2",165,193,193,2016-12-16,2017-01-13,2017-01-13,"Y","L3","beach","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","1","0",-Inf,-Inf,-Inf,-Inf,"0",1,28,0,0,0
"1017","201617","Gunnamatta SLSC Far East (P1)","MP","201617_Gunnamatta No Dogs East (P1)_1",79,91,102,2016-09-21,2016-10-03,2016-10-14,"Y","L3","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",1,-Inf,-Inf,-Inf,"1",2,17.5,2,11,5.5
"1018","201617","Gunnamatta SLSC Far East (P1)","MP","201617_Gunnamatta No Dogs East (P1)_2",165,193,193,2016-12-16,2017-01-13,2017-01-13,"Y","L3","beach","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","1","0",-Inf,-Inf,-Inf,-Inf,"0",1,28,0,0,0
"1019","201617","Heyfield Pair 2 (east side) Rye","MP","201617_Heyfield Pair 2 (east side) Rye_1",73,96,96,2016-09-15,2016-10-08,2016-10-08,"Y","L3","foredune/face","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",2,-Inf,1,-Inf,"1",1,23,1,0,0
"1020","201617","Heyfield Pair 2 (east side) Rye","MP","201617_Heyfield Pair 2 (east side) Rye_2",122,123,126,2016-11-03,2016-11-04,2016-11-07,"Y","L3","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",1,-Inf,1,-Inf,"1",2,2.5,2,3,1.5
"1021","201617","Heyfield Pair 2 (east side) Rye","MP","201617_Heyfield Pair 2 (east side) Rye_3",134,164,164,2016-11-15,2016-12-15,2016-12-15,"Y","L3","foredune/face","0",5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,"1","0","1","0","0","0","1","0",3,-Inf,1,-Inf,"1",1,30,0,0,0
"1022","201617","Heyfield Pair 2 (east side) Rye","MP","201617_Heyfield Pair 2 (east side) Rye_4",187,215,215,2017-01-07,2017-02-04,2017-02-04,"Y","L3","dune","0",5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",1,28,1,0,0
"1023","201617","Moana crt access (east edge)","MP","201617_Moana crt access (east edge)_1",133,134,139,2016-11-14,2016-11-15,2016-11-20,"Y","L2","dune","1",4.5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",2,-Inf,1,-Inf,"1",2,3.5,2,5,2.5
"1024","201617","Moana crt access (east edge)","MP","201617_Moana crt access (east edge)_2",161,192,192,2016-12-12,2017-01-12,2017-01-12,"Y","L3","dune","0",3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",1,-Inf,-Inf,-Inf,"0",1,31,0,0,0
"1025","201617","Gunnamatta Car Park 1 (P6)","MP","201617_Gunnamatta Car Park 1 (P6)_1",165,165,169,2016-12-16,2016-12-16,2016-12-20,"Y","L3","beach","1",6,0,0,0,0,0,1,10,10,0,0,0,0,0,2,12,"1","0","0","0","0","1","1","0",1,-Inf,-Inf,-Inf,"2",2,2,2,4,2
"1026","201617","Rye Big Rock","MP","201617_Rye Big Rock_1",80,84,88,2016-09-22,2016-09-26,2016-09-30,"Y","L3","foredune/face","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",3,-Inf,2,-Inf,"2",2,6,0,4,2
"1027","201617","Rye Big Rock","MP","201617_Rye Big Rock_2",139,172,172,2016-11-20,2016-12-23,2016-12-23,"Y","L3","beach","0",9,0,0,0,0,0,0,7,9,0,0,0,0,0,0,7,"1","0","1","0","0","0","1","0",3,-Inf,3,-Inf,"3",1,33,0,0,0
"1028","201617","Rye Big Rock","MP","201617_Rye Big Rock_3",196,229,229,2017-01-16,2017-02-18,2017-02-18,"Y","L3","beach","0",10,0,0,0,0,0,0,4,10,0,0,0,0,0,0,4,"1","0","0","0","0","0","1","0",2,-Inf,-Inf,-Inf,"3",1,33,1,0,0
"1029","201617","St Andrews Boags Rocks","MP","201617_St Andrews Boags Rocks_1",113,119,126,2016-10-25,2016-10-31,2016-11-07,"Y","L2","dune","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",1,-Inf,1,-Inf,"1",2,9.5,3,7,3.5
"1030","201617","St Andrews Boags Rocks","MP","201617_St Andrews Boags Rocks_4",189,189,196,2017-01-09,2017-01-09,2017-01-16,"Y","L3","beach","1",6.66666666666667,0,0.333333333333333,0.333333333333333,0,11.6666666666667,0,8.33333333333333,13,0,1,1,0,23,0,25,"1","0","1","1","0","0","1","1",3,-Inf,1,2,"1",3,3.5,2,7,3.5
"1031","201617","Moana crt access west","MP","201617_Moana crt access west_1",95,105,109,2016-10-07,2016-10-17,2016-10-21,"Y","L3","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",1,-Inf,1,-Inf,"0",2,12,0,4,2
"1032","201617","Moana crt access west","MP","201617_Moana crt access west_2",116,116,119,2016-10-28,2016-10-28,2016-10-31,"Y","L3","foredune/face","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",2,-Inf,1,-Inf,"0",2,1.5,2,3,1.5
"1033","201617","Moana crt access west","MP","201617_Moana crt access west_3",144,173,173,2016-11-25,2016-12-24,2016-12-24,"Y","L3","beach","0",7,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,"1","0","1","0","0","0","1","0",2,-Inf,1,-Inf,"1",1,29,1,0,0
"1034","201617","Moana crt access west","MP","201617_Moana crt access west_4",199,224,226,2017-01-19,2017-02-13,2017-02-15,"Y","L3","beach","1",2.5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,18,"1","0","0","0","0","0","1","0",2,-Inf,-Inf,-Inf,"1",2,26,0,2,1
"1035","201617","Brewster, Rye","MP","201617_Alison Ave next bay west Rye_1",102,105,108,2016-10-14,2016-10-17,2016-10-20,"Y","L3","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",1,-Inf,-Inf,-Inf,"0",2,4.5,0,3,1.5
"1036","201617","Fowlers","MP","201617_Fowlers_1",90,93,101,2016-10-02,2016-10-05,2016-10-13,"N","L1","dune","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",1,-Inf,1,-Inf,"1",2,7,2,8,4
"1037","201617","Fowlers","MP","201617_Fowlers_2",107,107,111,2016-10-19,2016-10-19,2016-10-23,"N","L1","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",1,-Inf,1,-Inf,"0",2,2,2,4,2
"1038","201617","Fowlers","MP","201617_Fowlers_3",120,146,146,2016-11-01,2016-11-27,2016-11-27,"Y","L2","foredune/face","0",2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,"1","0","1","0","0","0","1","0",1,-Inf,1,-Inf,"0",1,26,1,0,0
"1039","201617","Fowlers","MP","201617_Fowlers_4",169,197,197,2016-12-20,2017-01-17,2017-01-17,"Y","L2","dune","0",1,0,1,0,1,0,0,3,1,0,1,0,1,0,0,3,"1","0","1","0","1","0","1","0",1,-Inf,1,-Inf,"0",1,28,0,0,0
"1040","201617","Portsea Farnsworth/SLSC west","MP","201617_Portsea Farnsworth/SLSC west_1",82,103,103,2016-09-24,2016-10-15,2016-10-15,"Y","L3","dune","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",1,21,1,0,0
"1041","201617","Portsea SLSC east","MP","201617_Portsea SLSC east_1",116,135,140,2016-10-28,2016-11-16,2016-11-21,"Y","L3","dune","1",1.5,0,0,0,0,0,1.5,0.5,3,0,0,0,0,0,3,1,"1","0","0","0","0","1","1","0",2,-Inf,-Inf,-Inf,"1",2,21.5,2,5,2.5
"1042","201617","St Andrews carpark west","MP","201617_St Andrews carpark west_1",77,106,109,2016-09-19,2016-10-18,2016-10-21,"Y","L4","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",1,-Inf,1,-Inf,"0",2,30.5,0,3,1.5
"1043","201617","St Andrews carpark west","MP","201617_St Andrews carpark west_2",133,139,148,2016-11-14,2016-11-20,2016-11-29,"Y","L3","beach","1",2.5,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,"1","0","1","0","0","1","0","0",2,-Inf,1,-Inf,"1",2,10.5,3,9,4.5
"1044","201617","St Andrews carpark west","MP","201617_St Andrews carpark west_3",156,156,161,2016-12-07,2016-12-07,2016-12-12,"Y","L3","beach","1",1,0,0,0,0,0,0,7.5,2,0,0,0,0,0,0,15,"1","0","0","0","0","0","1","1",2,-Inf,-Inf,1,"1",2,2.5,2,5,2.5
"1045","201617","St Andrews carpark west","MP","201617_St Andrews carpark west_4",168,168,169,2016-12-19,2016-12-19,2016-12-20,"Y","L3","foredune/face","1",0.5,0,0,0,0,0,0,9,1,0,0,0,0,0,0,18,"1","0","0","0","0","0","1","0",1,-Inf,-Inf,-Inf,"1",2,0.5,0,1,0.5
"1046","201617","St Andrews carpark west","MP","201617_St Andrews carpark west_5",179,210,210,2016-12-30,2017-01-30,2017-01-30,"Y","L3","beach","0",0,0,0,0,0,0,2,9,0,0,0,0,0,0,2,9,"1","0","0","0","0","1","1","0",3,-Inf,-Inf,-Inf,"1",1,31,0,0,0
"1047","201617","Portsea Franklin rd west","MP","201617_Portsea Franklin rd west_1",76,83,83,2016-09-18,2016-09-25,2016-09-25,"N","L1","dune","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"1",1,7,1,0,0
"1048","201617","Portsea Franklin rd west","MP","201617_Portsea Franklin rd west_2",87,99,107,2016-09-29,2016-10-11,2016-10-19,"N","L1","foredune/face","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",1,-Inf,1,-Inf,"0",2,16,2,8,4
"1049","201617","Portsea Franklin rd west","MP","201617_Portsea Franklin rd west_3",156,156,157,2016-12-07,2016-12-07,2016-12-08,"Y","L3","beach","1",3,0,0,0,0,0,0,10,6,0,0,0,0,0,0,20,"1","0","0","0","0","0","1","0",2,-Inf,-Inf,-Inf,"0",2,0.5,0,1,0.5
"1050","201617","Portsea Franklin rd west","MP","201617_Portsea Franklin rd west_4",176,194,195,2016-12-27,2017-01-14,2017-01-15,"Y","L3","foredune/face","1",2,0,0,0,0,0,0,0.5,4,0,0,0,0,0,0,1,"1","0","0","0","0","0","1","0",1,-Inf,-Inf,-Inf,"0",2,18.5,2,1,0.5
"1051","201617","Portsea Franklin rd west","MP","201617_Portsea Franklin rd west_5",205,226,230,2017-01-25,2017-02-15,2017-02-19,"Y","L3","beach","1",3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",1,-Inf,1,-Inf,"0",2,23,2,4,2
"1052","201617","Rye car park west","MP","201617_Rye car park west_1",78,106,108,2016-09-20,2016-10-18,2016-10-20,"Y","L3","dune","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",2,-Inf,2,-Inf,"2",2,29,0,2,1
"1053","201617","Flinders, Mushroom Reef, HP","MP","201617_Flinders_1",104,106,107,2016-10-16,2016-10-18,2016-10-19,"Y","L3","foredune/face","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",2,2.5,0,1,0.5
"1054","201617","Flinders, Mushroom Reef, HP","MP","201617_Flinders_2",122,123,124,2016-11-03,2016-11-04,2016-11-05,"Y","L3","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",2,1.5,1,1,0.5
"1055","201617","Flinders, Mushroom Reef, HP","MP","201617_Flinders_3",141,153,155,2016-11-22,2016-12-04,2016-12-06,"Y","L3","beach","1",3.5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",3,-Inf,-Inf,-Inf,"0",2,13,1,2,1
"1056","201617","Flinders, Mushroom Reef, HP","MP","201617_Flinders_4",180,182,184,2016-12-31,2017-01-02,2017-01-04,"Y","L3","beach","1",11,0,0,0,0,0,2,14,14,0,0,0,0,0,4,20,"1","0","0","0","0","1","1","0",3,-Inf,-Inf,-Inf,"0",2,3,1,2,1
"1057","201617","Montforts","MP","201617_Montforts_1",88,93,93,2016-09-30,2016-10-05,2016-10-05,"Y","L2","dune","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","0","0","0",3,-Inf,2,-Inf,"0",1,5,0,0,0
"1058","201617","Montforts","MP","201617_Montforts_2",165,185,185,2016-12-16,2017-01-05,2017-01-05,"Y","L2","foredune/face","0",17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",1,-Inf,-Inf,-Inf,"0",1,20,0,0,0
"1059","201617","Montforts","MP","201617_Montforts_3",206,232,233,2017-01-26,2017-02-21,2017-02-22,"Y","L3","foredune/face","1",6,0,0,0,0,0,0,2,12,0,0,0,0,0,0,4,"1","0","1","0","0","0","1","0",1,-Inf,1,-Inf,"0",2,26.5,0,1,0.5
"1060","201617","Point King Rd, Portsea","MP","201617_Point King Rd, Portsea_1",172,181,186,2016-12-23,2017-01-01,2017-01-06,"Y","L3","beach","1",11.5,0,6,0.5,5.5,0,0,0,13,0,8,1,7,0,0,0,"1","0","1","1","1","0","0","0",3,-Inf,3,-Inf,"0",2,11.5,2,5,2.5
"1061","201617","Coppins Lookout","MP","201617_Coppins Lookout_1",93,117,121,2016-10-05,2016-10-29,2016-11-02,"Y","L3","dune","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",3,-Inf,-Inf,-Inf,"0",2,26,3,4,2
"1062","201617","Coppins Lookout","MP","201617_Coppins Lookout_2",138,155,161,2016-11-19,2016-12-06,2016-12-12,"Y","L2","dune","1",15.5,0,0,0,0,0,1,6,29,0,0,0,0,0,2,12,"1","0","0","0","0","1","1","0",3,-Inf,-Inf,-Inf,"1",2,20,2,6,3
"1063","201617","Coppins Lookout","MP","201617_Coppins Lookout_4",205,226,226,2017-01-25,2017-02-15,2017-02-15,"Y","L3","foredune/face","0",7,0,0,0,0,0,1,4,7,0,0,0,0,0,1,4,"1","0","1","0","0","1","1","0",1,-Inf,1,-Inf,"0",1,21,0,0,0
"1064","201617","Point Leo","MP","201617_Point Leo_1",137,137,143,2016-11-18,2016-11-18,2016-11-24,"Y","L3","dune","1",2.66666666666667,0,0,0,0,0,2.33333333333333,1.66666666666667,6,0,0,0,0,0,7,5,"1","0","1","0","0","1","1","0",1,-Inf,1,-Inf,"1",3,3,2,6,3
"1065","201617","Pt Nepean (authorised personnel only) - Spooks","MP","201617_Pt Nepean (authorised personnel only) - Spooks_1",65,80,93,2016-09-07,2016-09-22,2016-10-05,"N","L0","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",2,-Inf,-Inf,-Inf,"1",2,21.5,4,13,6.5
"1066","201617","Pt Nepean (authorised personnel only) - Spooks","MP","201617_Pt Nepean (authorised personnel only) - Spooks_2",170,185,199,2016-12-21,2017-01-05,2017-01-19,"N","L0","beach","1",6,0,0,0,0,0,0.5,0,12,0,0,0,0,0,1,0,"1","0","0","0","0","1","0","0",1,-Inf,-Inf,-Inf,"1",2,22,4,14,7
"1067","201617","Pt Nepean (authorised personnel only) - Spooks","MP","201617_Pt Nepean (authorised personnel only) - Spooks_3",241,258,258,2017-03-02,2017-03-19,2017-03-19,"N","L0","dune","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",1,17,1,0,0
"1068","201617","Pt Nepean (authorised personnel only) - Borgs Rocks","MP","201617_Pt Nepean (authorised personnel only) - Borgs Rocks_1",80,96,96,2016-09-22,2016-10-08,2016-10-08,"N","L0","beach","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",1,16,1,0,0
"1069","201617","Pt Nepean (authorised personnel only) - Borgs Rocks","MP","201617_Pt Nepean (authorised personnel only) - Borgs Rocks_2",140,157,170,2016-11-21,2016-12-08,2016-12-21,"N","L0","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"1",2,23.5,4,13,6.5
"1070","201617","Pt Nepean (authorised personnel only) - Borgs Rocks","MP","201617_Pt Nepean (authorised personnel only) - Borgs Rocks_3",185,185,199,2017-01-05,2017-01-05,2017-01-19,"N","L0","beach","1",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,"0","0","0","0","0","0","1","0",-Inf,-Inf,-Inf,-Inf,"1",2,7,4,14,7
"1071","201617","Pt Nepean (authorised personnel only) - Cheviot Beach","MP","201617_Pt Nepean (authorised personnel only) - Cheviot Beach_1",211,211,217,2017-01-31,2017-01-31,2017-02-06,"N","L0","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"1",2,3,2,6,3
"1072","201617","Pt Nepean (authorised personnel only) - CT Cove","MP","201617_Pt Nepean (authorised personnel only) - CT Cove_1",157,157,170,2016-12-08,2016-12-08,2016-12-21,"N","L0","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",2,6.5,4,13,6.5
"1073","201617","Pt Nepean (authorised personnel only) - CT Cove","MP","201617_Pt Nepean (authorised personnel only) - CT Cove_2",185,185,199,2017-01-05,2017-01-05,2017-01-19,"N","L0","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"1",2,7,4,14,7
"1074","201617","Pt Nepean (authorised personnel only) - Sierra Nevada Rocks","MP","201617_Pt Nepean (authorised personnel only) - Sierra Nevada Rocks_1",126,126,140,2016-11-07,2016-11-07,2016-11-21,"N","L0","beach","1",0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",1,-Inf,-Inf,-Inf,"1",2,7,4,14,7
"1075","201617","Pt Nepean (authorised personnel only) - Sierra Nevada Rocks","MP","201617_Pt Nepean (authorised personnel only) - Sierra Nevada Rocks_2",185,199,199,2017-01-05,2017-01-19,2017-01-19,"N","L0","beach","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",1,-Inf,-Inf,-Inf,"1",1,14,0,0,0
"1076","201617","Somers, Sandy Point","MP","201617_Somers, Sandy Point_1",86,86,86,2016-09-28,2016-09-28,2016-09-28,"N","L1","beach","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1","0","0","0","0","0","0",-Inf,3,-Inf,-Inf,"2",1,0,0,0,0
"1077","201718","Gunnamatta Fingal Tk (P4)","MP","201718_Gunnamatta Fingal Tk (P4)_1",119,149,149,2017-10-31,2017-11-30,2017-11-30,"Y","L3","beach","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0",-Inf,-Inf,-Inf,-Inf,"0",1,30,0,0,0
"1078","201718","Gunnamatta Fingal Tk (P4)","MP","201718_Gunnamatta Fingal Tk (P4)_2",161,183,189,2017-12-12,2018-01-03,2018-01-09,"Y","L3","beach","1",0.666666666666667,0,0,0,0,0,0.666666666666667,0,2,0,0,0,0,0,2,0,"1","0","0","0","0","1","0","0",-Inf,-Inf,-Inf,-Inf,"1",3,25,2,6,3
"1079","201718","Koonya East","MP","201718_Koonya East_1",106,114,116,2017-10-18,2017-10-26,2017-10-28,"Y","L3","foredune/face","1",2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",2,-Inf,-Inf,-Inf,"1",2,9,1,2,1
"1080","201718","Koonya East","MP","201718_Koonya East_2",136,153,153,2017-11-17,2017-12-04,2017-12-04,"Y","L3","beach","0",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,"1","0","0","0","0","1","0","0",2,-Inf,-Inf,-Inf,"0",1,17,0,0,0
"1081","201718","Koonya West","MP","201718_Koonya West_1",82,83,86,2017-09-24,2017-09-25,2017-09-28,"N","L1","foredune/face","1",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",3,-Inf,-Inf,-Inf,"0",2,2.5,0,3,1.5
"1082","201718","Koonya West","MP","201718_Koonya West_2",106,124,125,2017-10-18,2017-11-05,2017-11-06,"N","L0","dune","1",3.5,0,0,0,0,0,0,3.5,5,0,0,0,0,0,0,5,"1","0","1","0","0","0","1","0",3,-Inf,1,-Inf,"0",2,18.5,1,1,0.5
"1083","201718","Koonya West","MP","201718_Koonya West_3",159,168,170,2017-12-10,2017-12-19,2017-12-21,"Y","L3","foredune/face","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0",1,-Inf,-Inf,-Inf,"0",2,10,0,2,1
